idx,Q,GOLD,PRED,EM,F1,BiA,BiQ,CrA,CrQ,BEM,PA,LJ,LJ_label
165,How does Sarah feel about her work environment?,Very negative.,Unhappy.,0,0.0,0.31,0.938,0.078,0.172,0.387,0.387,0.5,PARTIAL
166,How does Sarah view her colleagues' support?,Disappointed.,Sarah views her colleagues' support as inadequate or ineffective.,0,0.0,0.163,0.882,0.009,0.153,0.346,0.346,1.0,EQUIVALENT
167,How does Sarah perceive her self-worth at work?,Low self-esteem.,Her self-worth is likely tied to her job performance and her boss's op,0,0.0,0.312,0.903,0.059,0.116,0.071,0.071,0.0,NOT_EQUIVALENT
168,How secure does Emily feel at work?,Very insecure.,Not very secure.,0,0.4,0.524,0.947,0.179,0.189,0.977,0.977,0.5,PARTIAL
169,How connected does Emily feel to her team?,Not connected.,Emily feels somewhat connected to her team.,0,0.0,0.217,0.971,0.05,0.128,0.982,0.516,0.5,PARTIAL
170,What is Emily's overall sentiment about her workplace?,Highly negative.,Negative.,0,0.667,0.784,0.996,0.177,0.188,0.932,0.932,0.5,PARTIAL
171,How angry does Jamie feel about the route choice?,Very angry.,Moderate to High,0,0.0,0.175,0.916,0.002,0.131,0.172,0.172,0.5,PARTIAL
172,What fear does Jamie have regarding the ride?,Fear of being late.,...,0,0.0,0.197,0.898,0.034,0.128,0.075,0.075,-1.0,RETRY_EXHAUSTED
173,How connected does Jamie feel to Alex during the ride?,Not connected.,Not very connected.,0,0.8,0.808,0.995,0.186,0.194,0.988,0.988,1.0,EQUIVALENT
174,How does Emma feel about sharing study materials?,She feels anxious.,She feels negatively.,0,0.667,0.511,0.925,0.085,0.153,0.517,0.517,1.0,EQUIVALENT
175,What does Emma think about her exam preparation?,She feels insecure.,She thinks she might fall behind.,0,0.222,0.544,0.914,0.08,0.142,0.289,0.289,1.0,EQUIVALENT
176,How does Emily feel about the rumors?,Very negative.,"Betrayed, anxious, and uncertain.",0,0.0,0.113,0.903,0.005,0.11,0.103,0.103,1.0,EQUIVALENT
177,How connected does Emily feel to Jake now?,Disconnected.,Emily feels somewhat disconnected from Jake.,0,0.0,0.242,0.958,0.108,0.189,0.99,0.99,0.5,PARTIAL
178,What is Emily's emotional reaction to the rumors?,She fears losing Jake.,"Betrayal, anxiety, and insecurity.",0,0.0,0.267,0.841,0.024,0.109,0.063,0.063,1.0,EQUIVALENT
179,How angry does Alex feel about the cost sharing?,Very angry,Alex feels moderately to highly angry.,0,0.0,0.488,0.97,0.105,0.169,0.991,0.991,0.5,PARTIAL
180,Is Alex disappointed in Jamie's contribution?,"Yes, very disappointed",Unknown...,0,0.0,0.157,0.976,0.002,0.118,0.052,0.027,0.0,NOT_EQUIVALENT
181,What fear does Emma experience about leaving Jake?,Fear of the unknown.,"Financial instability, emotional uncertainty, and fear of being alone.",0,0.308,0.504,0.909,0.043,0.124,0.61,0.61,0.5,PARTIAL
182,How does Emma feel about her relationship with Jake?,She feels it was harmful.,Emma feels negatively about her relationship with Jake.,0,0.154,0.293,0.89,0.079,0.153,0.608,0.608,0.5,PARTIAL
183,How does Emma's decision impact her self-esteem?,It boosts her self-worth.,Emma's self-esteem is likely to increase.,0,0.0,0.53,0.954,0.133,0.173,0.633,0.633,1.0,EQUIVALENT
184,How angry does Sarah feel about the dog's barking?,Very angry.,<anger level>...</anger level>,0,0.0,0.4,0.921,0.137,0.184,0.68,0.68,0.0,NOT_EQUIVALENT
185,Does Sarah feel secure in her home due to the noise?,"No, she feels insecure.",No.,0,0.0,0.204,0.968,0.078,0.161,0.742,0.41,0.5,PARTIAL
186,How negative is Sarah's experience with the barking?,Highly negative.,Negative,0,0.0,0.738,0.993,0.178,0.194,0.861,0.861,0.5,PARTIAL
187,What fear does Emily experience regarding Jake?,Fear of losing their friendship.,Fear of being replaced or losing a valued relationship.,0,0.429,0.622,0.933,0.107,0.15,0.907,0.907,1.0,EQUIVALENT
188,How does Emily's self-esteem relate to the rumors?,She feels insecure about her worth.,Emily's self-esteem is negatively affected.,0,0.0,0.434,0.93,0.115,0.152,0.49,0.49,1.0,EQUIVALENT
189,What negative feelings does Emily have about the situation?,She feels betrayed and anxious.,"Hurt, anger, anxiety, insecurity, and uncertainty.",0,0.182,0.474,0.915,0.096,0.126,0.254,0.254,1.0,EQUIVALENT
190,How does Emily feel about her abilities?,She feels inadequate.,Emily feels undervalued.,0,0.333,0.462,0.907,0.086,0.163,0.541,0.541,0.5,PARTIAL
191,How does Emily perceive her classmates' support?,She feels unsupported.,Emily perceives her classmates' support as lacking.,0,0.0,0.355,0.909,0.088,0.163,0.427,0.427,1.0,EQUIVALENT
192,How does Sarah feel about herself after the message?,Very low self-esteem.,Embarrassed.,0,0.0,0.297,0.85,0.068,0.137,0.108,0.108,0.5,PARTIAL
193,How connected does Sarah feel to the group after the incident?,She feels disconnected.,...,0,0.0,0.157,0.931,0.037,0.121,0.158,0.158,-1.0,RETRY_EXHAUSTED
194,What is Sarah's emotional response to the mistake?,Highly negative.,Embarrassment.,0,0.0,0.139,0.924,0.039,0.13,0.231,0.231,0.5,PARTIAL
195,How does Liam feel about his connection with Jake?,He feels disconnected.,Liam feels a strong emotional connection with Jake.,0,0.182,0.382,0.922,0.019,0.112,0.93,0.93,0.0,NOT_EQUIVALENT
196,What does Liam feel about being open with Jake?,He feels insecure.,Liam feels apprehensive about being open with Jake.,0,0.182,0.363,0.914,0.076,0.173,0.721,0.721,1.0,EQUIVALENT
197,What emotion does Liam experience regarding Jake's opinion?,He feels fearful.,...,0,0.0,0.154,0.909,0.058,0.12,0.061,0.061,-1.0,RETRY_EXHAUSTED
198,How does Mark feel about Lisa's non-repayment?,Very disappointed.,Mark feels betrayed and frustrated.,0,0.0,0.217,0.951,0.091,0.162,0.973,0.973,1.0,EQUIVALENT
199,What emotion does Mark experience towards Lisa?,Anger.,Betrayal and frustration.,0,0.0,0.568,0.926,0.098,0.113,0.988,0.988,1.0,EQUIVALENT
200,How secure does Mark feel about his finances now?,Less secure.,Not very secure.,0,0.4,0.633,0.985,0.182,0.194,0.866,0.866,1.0,EQUIVALENT
201,How does Emma feel about her ability to succeed?,She feels inadequate.,Uncertain and anxious,0,0.0,0.325,0.9,0.024,0.13,0.207,0.207,0.5,PARTIAL
202,What is Emma's primary concern regarding her work?,Fear of failure.,Fear of failure.,1,1.0,1.0,1.0,0.193,0.194,0.989,0.989,1.0,EQUIVALENT
203,How does Emma view herself in relation to her team?,She doubts her worth.,Emma views herself as a crucial team member with a sense of responsibi,0,0.0,0.32,0.867,0.035,0.101,0.373,0.373,0.0,NOT_EQUIVALENT
204,How does Mia feel about her parents' understanding?,Very angry,She feels misunderstood.,0,0.0,0.234,0.92,0.007,0.125,0.075,0.075,0.5,PARTIAL
205,How connected does Mia feel to her parents?,Not connected,Not very connected.,0,0.4,0.758,0.991,0.188,0.194,0.99,0.99,0.5,PARTIAL
206,How does Mia view herself in relation to her parents?,Low self-esteem,Mia views herself as a victim of her parents' supposed lack of underst,0,0.0,0.35,0.914,0.006,0.123,0.061,0.061,0.5,PARTIAL
207,How does Emma feel about her exam failure?,Very disappointed.,Regretful and disappointed.,0,0.4,0.598,0.985,0.16,0.191,0.985,0.985,1.0,EQUIVALENT
208,How does Emma's failure affect her self-esteem?,Significantly diminished.,Emma's self-esteem is negatively affected.,0,0.0,0.301,0.962,0.094,0.184,0.578,0.578,0.5,PARTIAL
209,What does Jake's encouragement suggest about Emma's future?,There is hope.,Emma's future is promising.,0,0.286,0.3,0.976,0.095,0.18,0.628,0.628,1.0,EQUIVALENT
210,How does Emily feel about her exam grade?,She feels devastated.,Disappointed and frustrated.,0,0.0,0.399,0.944,0.095,0.167,0.65,0.65,0.5,PARTIAL
211,How does Emily's exam result affect her self-esteem?,It lowers her self-esteem.,Emily's self-esteem is negatively affected.,0,0.0,0.623,0.972,0.14,0.192,0.964,0.964,1.0,EQUIVALENT
212,What is Emily's emotional response to her grade?,She feels negative and upset.,"Disappointment, frustration, and anger.",0,0.222,0.441,0.952,0.121,0.163,0.599,0.599,1.0,EQUIVALENT
213,How does Sarah feel about Tom's feedback?,She feels anxious.,Anxious.,0,0.5,0.716,0.991,0.161,0.194,0.986,0.986,1.0,EQUIVALENT
214,How does Sarah perceive her performance after the meeting?,She feels inadequate.,Failing.,0,0.0,0.281,0.938,0.064,0.161,0.15,0.15,1.0,EQUIVALENT
215,What is Sarah's overall reaction to the feedback?,She interprets it negatively.,Defensive and negative.,0,0.0,0.401,0.95,0.111,0.153,0.832,0.832,1.0,EQUIVALENT
216,What is Emma afraid of regarding her artwork?,Fear of judgment.,Disapproval.,0,0.0,0.407,0.953,0.011,0.142,0.119,0.119,1.0,EQUIVALENT
217,How does Emma feel about her artwork?,She doubts its value.,Anxious.,0,0.0,0.277,0.878,0.007,0.128,0.135,0.135,1.0,EQUIVALENT
218,How does Emma feel about sharing with Jake?,She feels disconnected.,Anxious.,0,0.0,0.357,0.913,0.015,0.119,0.198,0.198,1.0,EQUIVALENT
219,How disappointed is Emily about her loan denial?,Very disappointed.,Emily is moderately disappointed.,0,0.333,0.445,0.985,0.08,0.129,0.989,0.989,0.5,PARTIAL
220,How angry is Emily at the bank's decision?,Somewhat angry.,<anger level>...</anger level> 6/10,0,0.0,0.368,0.882,0.122,0.146,0.177,0.177,1.0,EQUIVALENT
221,How angry is Emily about Jake smoking?,Moderately angry.,Emily is somewhat angry...,0,0.0,0.474,0.973,0.133,0.191,0.973,0.973,0.5,PARTIAL
222,What fears does Emily have regarding Jake's smoking?,Concern for his health.,"Health-related fears, specifically the risk of lung cancer, heart dise",0,0.0,0.39,0.951,0.095,0.146,0.222,0.222,1.0,EQUIVALENT
223,Is Emily disappointed in her friends for smoking?,"Yes, she feels let down.","No, Emily is not disappointed in her friend Jake.",0,0.0,0.317,0.894,0.037,0.106,0.64,0.0,0.0,NOT_EQUIVALENT
224,How disappointed is Emily about her lost package?,Very disappointed.,Very disappointed.,1,1.0,1.0,1.0,0.192,0.194,0.988,0.988,1.0,EQUIVALENT
225,How secure does Emily feel about her package delivery?,Not secure at all.,Not secure.,0,0.333,0.9,0.998,0.189,0.193,0.957,0.957,0.5,PARTIAL
226,How negative are Emily's feelings about the situation?,Highly negative.,Very negative.,0,0.5,0.89,0.998,0.19,0.194,0.988,0.988,1.0,EQUIVALENT
227,What is Li's main emotion regarding the quota competition?,Fear of failure,Anxiety,0,0.0,0.501,0.925,0.023,0.144,0.05,0.05,1.0,EQUIVALENT
228,How does Li perceive her chances in the competition?,Very low,Li perceives her chances as low.,0,0.0,0.256,0.965,0.107,0.192,0.976,0.976,0.5,PARTIAL
229,How does Li feel about her qualifications for the quota?,Insecure,Uncertain,0,0.0,0.441,0.962,0.01,0.193,0.149,0.149,1.0,EQUIVALENT
230,What is Emma's primary emotion before speaking?,Fear,fear,1,1.0,1.0,1.0,0.192,0.194,0.979,0.979,1.0,EQUIVALENT
231,How confident does Emma feel about her speech?,Low,Somewhat confident.,0,0.0,0.29,0.943,0.011,0.139,0.793,0.793,0.0,NOT_EQUIVALENT
232,What does Jake's encouragement imply about Emma's potential?,High,Emma has potential.,0,0.0,0.163,0.952,0.002,0.175,0.418,0.418,0.5,PARTIAL
233,What is Emily's emotional reaction to Jake's message?,She feels anxious.,Emily's emotional reaction is a mix of excitement and dread.,0,0.0,0.528,0.931,0.087,0.128,0.984,0.984,0.0,NOT_EQUIVALENT
234,What does Emily hope for regarding the surprise?,She hopes it's good news.,Emily hopes for good news.,0,0.6,0.739,0.974,0.142,0.194,0.986,0.986,1.0,EQUIVALENT
235,How does Emily perceive the uncertainty of the message?,She feels dread.,Emily perceives the uncertainty of the message as anxiety-provoking.,0,0.0,0.411,0.911,0.086,0.176,0.862,0.862,1.0,EQUIVALENT
236,How does Mark feel about Sarah's confession?,He feels disappointed.,"Mark feels a mix of emotions, including surprise, disappointment, and",0,0.059,0.54,0.942,0.081,0.153,0.98,0.98,0.0,NOT_EQUIVALENT
237,How secure does Sarah feel after confessing?,She feels insecure.,Uncertain.,0,0.0,0.278,0.966,0.075,0.188,0.845,0.845,1.0,EQUIVALENT
238,What is Sarah's primary emotion regarding her confession?,She fears his reaction.,Anxiety.,0,0.0,0.344,0.941,0.04,0.123,0.107,0.107,1.0,EQUIVALENT
239,How does Emily feel about her advisor's guidance?,She feels unsupported.,Frustrated.,0,0.0,0.276,0.94,0.046,0.128,0.171,0.171,1.0,EQUIVALENT
240,What does Emily think about her relationship with Mr. Smith?,She feels disconnected.,Emily thinks that Mr. Smith is unsupportive and unhelpful.,0,0.0,0.31,0.895,0.007,0.117,0.376,0.376,1.0,EQUIVALENT
241,How does Emily perceive her current situation?,She feels hopeless.,<perception> Emily perceives her current situation as one of frustrati,0,0.0,0.338,0.811,0.048,0.14,0.658,0.658,0.5,PARTIAL
242,How disappointed is Emily about the rejection?,Very disappointed.,Emily is moderately disappointed.,0,0.333,0.445,0.974,0.08,0.125,0.989,0.989,0.5,PARTIAL
243,How does Emily feel about her abilities after the rejection?,She feels inadequate.,uncertain.,0,0.0,0.229,0.963,0.039,0.137,0.201,0.201,0.5,PARTIAL
244,What negative feelings does Emily experience?,She feels hopeless.,"Disappointment, frustration, and possibly anger.",0,0.0,0.388,0.936,0.053,0.111,0.14,0.14,0.5,PARTIAL
245,How angry is Emily about the noise?,Very angry.,<anger level: moderate>,0,0.0,0.446,0.918,0.083,0.128,0.604,0.604,0.5,PARTIAL
246,Does Emily feel secure in her home?,"No, she feels disturbed.",Yes.,0,0.0,0.249,0.95,0.036,0.093,0.584,0.31,0.0,NOT_EQUIVALENT
247,How negative is Emily's perception of the situation?,Highly negative.,Negative,0,0.0,0.738,0.989,0.178,0.192,0.836,0.836,0.5,PARTIAL
