idx,Q,GOLD,PRED,EM,F1,BiA,BiQ,CrA,CrQ,BEM,PA,LJ,LJ_label
146,How fulfilled is Alice in her relationship with Bob?,Not fulfilled.,...Answer> Bob: Alice: Alice:...Answer> Bob: I feel betrayed by...Answ,0,0.0,0.22,0.883,0.166,0.107,0.708,0.437,0.0,DEGENERATE_AUTO
147,How angry is Alice about Bob's actions?,Quite angry.,Alice was furious with Bob for...,0,0.0,0.268,0.964,0.088,0.182,0.93,0.93,0.0,NOT_EQUIVALENT
148,How does Dr. Lisa feel about Mark's actions?,Very negative.,"Mark's actions have caused her to feel anxious, Mark's actions have ca",0,0.0,0.097,0.899,0.179,0.135,0.324,0.324,0.0,DEGENERATE_AUTO
149,How does Dr. Lisa view her colleagues after this incident?,She feels disappointed.,Assistant: Dr. Lisa views her colleagues with concern for their collea,0,0.0,0.219,0.874,0.158,0.124,0.833,0.833,0.0,NOT_EQUIVALENT
150,How secure does Dr. Lisa feel in her work environment?,She feels insecure.,Dr. Lisa Lisa's work environment is not very secure. Dr. Lisa Lisa fee,0,0.011,0.213,0.904,0.162,0.187,0.984,0.984,0.0,DEGENERATE_AUTO
151,How does Sarah feel about her mistake?,She feels anxious.,Sarah feels embarrassed about Sarah feels bad Sarah feels embarrassed,0,0.008,0.488,0.869,0.153,0.135,0.804,0.804,0.0,DEGENERATE_AUTO
152,How does Tom feel after being blamed?,He feels confused.,...,0,0.0,0.196,0.94,0.064,0.124,0.097,0.097,-1.0,RETRY_EXHAUSTED
153,What emotion does Tom experience towards Sarah's actions?,He feels hurt.,...,0,0.0,0.2,0.927,0.067,0.13,0.068,0.068,-1.0,RETRY_EXHAUSTED
154,How disappointed is Emily with her project?,Very disappointed.,A) Yes B) No C) Maybe D) Not Sure A) Yes B) No C) Maybe D) Not Sure E),0,0.0,0.098,0.83,0.107,0.131,0.133,0.133,0.0,DEGENERATE_AUTO
155,How effective does Emily feel about her project?,Not effective at all.,A) Very ineffective ... B) Somewhat ineffective C) Moderately effectiv,0,0.021,0.486,0.89,0.128,0.135,0.922,0.525,0.0,DEGENERATE_AUTO
156,What hope does Emily have for her future?,Hope for better focus.,A) 10 years ago B) 20 years C) 30 years D) 40 years E) 50 years A) 10,0,0.0,0.035,0.768,0.071,0.09,0.062,0.062,0.0,NOT_EQUIVALENT
157,How does Emma feel about her application?,She feels anxious.,Emma feels anxious because she fear rejection rejection.</fear rejecti,0,0.333,0.621,0.832,0.122,0.151,0.988,0.988,0.0,NOT_EQUIVALENT
158,How does Emma view her academic performance?,She feels inadequate.,The chances of finding employment depend heavily on one's academic per,0,0.0,0.0,0.0,0.083,0.0,0.892,0.892,0.0,NOT_EQUIVALENT
159,What is Lily afraid of regarding Max's new friends?,Losing their friendship.,Lily is worried that Max might forget her name because she does not kn,0,0.0,0.231,0.907,0.126,0.098,0.689,0.689,0.0,NOT_EQUIVALENT
160,How secure does Lily feel about her friendship with Max?,Very insecure.,Max is afraid that Lily may not remember his friendship because she Ma,0,0.0,0.121,0.903,0.119,0.115,0.55,0.55,0.0,DEGENERATE_AUTO
161,How attached is Lily to her friendship with Max?,Very attached.,Lily is very attached to her friendship with Max because she has spent,0,0.011,0.226,0.95,0.141,0.142,0.839,0.839,0.0,DEGENERATE_AUTO
162,How does Emma view her career search?,It's crucial for her identity.,Scenario: Emma's career search is not just about finding jobs but also,0,0.01,0.274,0.918,0.163,0.137,0.23,0.23,0.0,DEGENERATE_AUTO
163,How effective does Emma feel in her career exploration?,She feels ineffective.,She feels lost in her search for purpose. She feels lost in her search,0,0.027,0.492,0.876,0.172,0.173,0.303,0.303,0.0,DEGENERATE_AUTO
164,What is Emma's outlook on finding purpose?,She feels uncertain but hopeful.,...,0,0.0,0.079,0.924,0.082,0.127,0.078,0.078,-1.0,RETRY_EXHAUSTED
165,How does Sarah feel about her work environment?,Very negative.,Sarah feels overwhelmed by her boss's constant criticism.,0,0.0,0.113,0.887,0.022,0.119,0.342,0.342,1.0,EQUIVALENT
166,How does Sarah view her colleagues' support?,Disappointed.,... Sarah resigns from her job due to their colleagues' constant criti,0,0.0,0.158,0.835,0.184,0.108,0.985,0.985,0.0,DEGENERATE_AUTO
167,How does Sarah perceive her self-worth at work?,Low self-esteem.,"Sarah perceives herself as overworked and, feeling like she is constan",0,0.0,0.297,0.904,0.117,0.116,0.072,0.072,0.0,DEGENERATE_AUTO
168,How secure does Emily feel at work?,Very insecure.,...,0,0.0,0.154,0.932,0.002,0.119,0.331,0.331,-1.0,RETRY_EXHAUSTED
169,How connected does Emily feel to her team?,Not connected.,"Mark, Emily, I'm sorry, Mark, you know me make jokes Mark, Mark, Emily",0,0.0,0.077,0.75,0.165,0.105,0.129,0.147,0.0,DEGENERATE_AUTO
170,What is Emily's overall sentiment about her workplace?,Highly negative.,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMPTY
171,How angry does Jamie feel about the route choice?,Very angry.,The anger is justified because Jamie was left behind by theway of traf,0,0.0,0.356,0.888,0.173,0.12,0.913,0.913,0.0,DEGENERATE_AUTO
172,What fear does Jamie have regarding the ride?,Fear of being late.,Alex is afraid that Jamie will be late for Alex Jamie will be late for,0,0.0,0.433,0.898,0.187,0.172,0.919,0.919,0.0,DEGENERATE_AUTO
173,How connected does Jamie feel to Alex during the ride?,Not connected.,"Based on the information provided above, Alex Jamie feels frustrated b",0,0.0,0.09,0.904,0.115,0.115,0.167,0.141,0.0,DEGENERATE_AUTO
174,How does Emma feel about sharing study materials?,She feels anxious.,......</</...</</...</</..............................................,0,0.0,0.081,0.889,0.012,0.132,0.099,0.099,0.0,NOT_EQUIVALENT
175,What does Emma think about her exam preparation?,She feels insecure.,......</</...</</...</</..............................................,0,0.0,0.056,0.853,0.006,0.125,0.094,0.094,0.0,NOT_EQUIVALENT
176,How does Emily feel about the rumors?,Very negative.,The friendship between them ever real because they both share similar,0,0.0,0.06,0.854,0.003,0.099,0.058,0.058,0.0,NOT_EQUIVALENT
177,How connected does Emily feel to Jake now?,Disconnected.,Emily feels nervous about her bond with Jake. ... Answer by Jake ...,0,0.0,0.106,0.877,0.026,0.111,0.325,0.325,0.0,NOT_EQUIVALENT
178,What is Emily's emotional reaction to the rumors?,She fears losing Jake.,her bond is always real.,0,0.0,0.281,0.832,0.032,0.091,0.259,0.259,0.0,NOT_EQUIVALENT
179,How angry does Alex feel about the cost sharing?,Very angry,...,0,0.0,0.186,0.97,0.009,0.178,0.127,0.127,-1.0,RETRY_EXHAUSTED
180,Is Alex disappointed in Jamie's contribution?,"Yes, very disappointed",Alex and Jamie have different views of their friends Alex spends $1000,0,0.0,0.055,0.828,0.121,0.111,0.184,0.153,0.0,NOT_EQUIVALENT
181,What fear does Emma experience about leaving Jake?,Fear of the unknown.,...Answer about thefearabout thefear about the future of the......Answ,0,0.095,0.262,0.877,0.128,0.137,0.054,0.054,0.0,NOT_EQUIVALENT
182,How does Emma feel about her relationship with Jake?,She feels it was harmful.,"Emma feels relieved that she, the relationship is over now. Scenario:",0,0.054,0.25,0.846,0.125,0.113,0.597,0.597,0.0,NOT_EQUIVALENT
183,How does Emma's decision impact her self-esteem?,It boosts her self-worth.,Assistant: Emma feels relieved that she has made a good decision by le,0,0.047,0.292,0.898,0.155,0.119,0.227,0.227,0.0,NOT_EQUIVALENT
184,How angry does Sarah feel about the dog's barking?,Very angry.,"Sarah feels very frustrated and, she has been very frustrated by the,",0,0.009,0.35,0.947,0.185,0.181,0.982,0.982,0.0,DEGENERATE_AUTO
185,Does Sarah feel secure in her home due to the noise?,"No, she feels insecure.",...night...night. Sarah feels insecure in her home....night. night.nig,0,0.091,0.41,0.885,0.184,0.176,0.927,0.556,0.0,NOT_EQUIVALENT
186,How negative is Sarah's experience with the barking?,Highly negative.,......................................................................,0,0.0,0.113,0.921,0.067,0.171,0.055,0.055,0.0,NOT_EQUIVALENT
187,What fear does Emily experience regarding Jake?,Fear of losing their friendship.,Emily fears that Jake is not only a friend but misread about her conne,0,0.0,0.422,0.947,0.136,0.122,0.689,0.689,0.0,DEGENERATE_AUTO
188,How does Emily's self-esteem relate to the rumors?,She feels insecure about her worth.,Self-esteem is directly affected by theself-esteem of Emily as it infl,0,0.182,0.361,0.93,0.105,0.142,0.908,0.908,0.0,NOT_EQUIVALENT
189,What negative feelings does Emily have about the situation?,She feels betrayed and anxious.,about the situation is that it is unfair to about the feeling the abou,0,0.0,0.327,0.894,0.122,0.1,0.086,0.086,0.0,DEGENERATE_AUTO
190,How does Emily feel about her abilities?,She feels inadequate.,Emily wonders if sheher is less valued compared to her colleagues...,0,0.0,0.334,0.813,0.066,0.124,0.531,0.531,0.0,NOT_EQUIVALENT
191,How does Emily perceive her classmates' support?,She feels unsupported.,The quick brown foxes have been known to be perceived by.</the foxes f,0,0.0,0.063,0.744,0.101,0.102,0.108,0.108,0.0,DEGENERATE_AUTO
192,How does Sarah feel about herself after the message?,Very low self-esteem.,...Answer> Sarah feels embarrassed......Sarah feels embarrassed......e,0,0.0,0.199,0.751,0.163,0.138,0.398,0.398,0.0,DEGENERATE_AUTO
193,How connected does Sarah feel to the group after the incident?,She feels disconnected.,Sarah feels very nervous and Sarah feels very nervous and Sarah feels,0,0.01,0.404,0.869,0.157,0.13,0.522,0.522,0.0,DEGENERATE_AUTO
194,What is Sarah's emotional response to the mistake?,Highly negative.,"Sarah feels embarrassed panics, panics, feeling like she has sent an e",0,0.0,0.052,0.846,0.147,0.116,0.67,0.67,0.0,DEGENERATE_AUTO
195,How does Liam feel about his connection with Jake?,He feels disconnected.,Liam is a person who has a lot of problems and struggles in life. conn,0,0.0,0.281,0.883,0.168,0.108,0.953,0.953,0.0,DEGENERATE_AUTO
196,What does Liam feel about being open with Jake?,He feels insecure.,The person who hides his open feelings is... open feelings.</Answer:..,0,0.0,0.326,0.843,0.145,0.122,0.117,0.117,0.0,DEGENERATE_AUTO
197,What emotion does Liam experience regarding Jake's opinion?,He feels fearful.,Disappointment,0,0.0,0.299,0.898,0.018,0.106,0.089,0.089,0.5,PARTIAL
198,How does Mark feel about Lisa's non-repayment?,Very disappointed.,Assistant: Mark should have asked Lisa directly why she hasn't repayed,0,0.0,0.138,0.925,0.148,0.129,0.74,0.74,0.0,DEGENERATE_AUTO
199,What emotion does Mark experience towards Lisa?,Anger.,Assistant: Mark feels disappointed by Lisa has Lisa hasn't Lisa haven',0,0.0,0.131,0.832,0.129,0.118,0.091,0.091,0.0,DEGENERATE_AUTO
200,How secure does Mark feel about his finances now?,Less secure.,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMPTY
201,How does Emma feel about her ability to succeed?,She feels inadequate.,......................................................................,0,0.0,0.052,0.884,0.008,0.129,0.111,0.111,0.0,NOT_EQUIVALENT
202,What is Emma's primary concern regarding her work?,Fear of failure.,...,0,0.0,0.157,0.884,0.077,0.131,0.059,0.059,-1.0,RETRY_EXHAUSTED
203,How does Emma view herself in relation to her team?,She doubts her worth.,<her> in relation to her team. <her> in relation to her team. <her> in,0,0.021,0.236,0.787,0.141,0.13,0.381,0.381,0.0,DEGENERATE_AUTO
204,How does Mia feel about her parents' understanding?,Very angry,Mia feels frustrated and her parents never listen to by listening to b,0,0.0,0.212,0.873,0.137,0.132,0.147,0.147,0.0,DEGENERATE_AUTO
205,How connected does Mia feel to her parents?,Not connected,MIA feels that they never listen to her parents to her thoughts and Me,0,0.0,0.015,0.921,0.153,0.113,0.423,0.288,0.0,DEGENERATE_AUTO
206,How does Mia view herself in relation to her parents?,Low self-esteem,">Mia views her parents as strict and unloving, but she believes that t",0,0.0,0.227,0.887,0.118,0.102,0.049,0.049,0.0,DEGENERATE_AUTO
207,How does Emma feel about her exam failure?,Very disappointed.,Emma felt overwhelmed by her failure to study hard.</Answer: Emma felt,0,0.0,0.2,0.871,0.166,0.128,0.975,0.975,0.0,NOT_EQUIVALENT
208,How does Emma's failure affect her self-esteem?,Significantly diminished.,Emma felt overwhelmed by her failure to study hard....Answer: Emma fel,0,0.0,0.174,0.876,0.184,0.121,0.331,0.331,0.0,DEGENERATE_AUTO
209,What does Jake's encouragement suggest about Emma's future?,There is hope.,Emma feels confident and...,0,0.0,0.246,0.959,0.014,0.136,0.48,0.48,0.0,NOT_EQUIVALENT
210,How does Emily feel about her exam grade?,She feels devastated.,A) disappointed B) relieved C) indifferent D) confused E) none ......,0,0.0,0.289,0.825,0.061,0.119,0.093,0.093,0.0,NOT_EQUIVALENT
211,How does Emily's exam result affect her self-esteem?,It lowers her self-esteem.,...,0,0.0,0.134,0.958,0.091,0.167,0.056,0.056,-1.0,RETRY_EXHAUSTED
212,What is Emily's emotional response to her grade?,She feels negative and upset.,"The correct answer is ""She felt devastated by her poor performance"". Q",0,0.009,0.491,0.888,0.148,0.163,0.566,0.566,0.0,DEGENERATE_AUTO
213,How does Sarah feel about Tom's feedback?,She feels anxious.,..................................................................</ >,0,0.0,0.096,0.9,0.067,0.129,0.111,0.111,0.0,NOT_EQUIVALENT
214,How does Sarah perceive her performance after the meeting?,She feels inadequate.,...,0,0.0,0.16,0.931,0.054,0.129,0.081,0.081,-1.0,RETRY_EXHAUSTED
215,What is Sarah's overall reaction to the feedback?,She interprets it negatively.,...,0,0.0,0.09,0.919,0.078,0.134,0.067,0.067,-1.0,RETRY_EXHAUSTED
216,What is Emma afraid of regarding her artwork?,Fear of judgment.,...,0,0.0,0.209,0.927,0.011,0.131,0.076,0.076,0.0,NOT_EQUIVALENT
217,How does Emma feel about her artwork?,She doubts its value.,...]..................................................................,0,0.0,0.042,0.872,0.003,0.123,0.075,0.075,0.0,NOT_EQUIVALENT
218,How does Emma feel about sharing with Jake?,She feels disconnected.,Assistant. Emma fears that judgement from her friends Jake and others.,0,0.012,0.27,0.87,0.151,0.107,0.867,0.867,0.0,DEGENERATE_AUTO
219,How disappointed is Emily about her loan denial?,Very disappointed.,The bank's policy of denying loans is...,0,0.0,0.12,0.919,0.002,0.142,0.505,0.505,0.0,NOT_EQUIVALENT
220,How angry is Emily at the bank's decision?,Somewhat angry.,The bank's decision made Emily feel <anger>. The bank's decision made,0,0.0,0.34,0.919,0.193,0.18,0.972,0.972,0.0,DEGENERATE_AUTO
221,How angry is Emily about Jake smoking?,Moderately angry.,Emily feels frustrated because she sees no signs of danger.,0,0.0,0.298,0.928,0.058,0.123,0.353,0.353,0.5,PARTIAL
222,What fears does Emily have regarding Jake's smoking?,Concern for his health.,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMPTY
223,Is Emily disappointed in her friends for smoking?,"Yes, she feels let down.",Assistant Emily is concerned that she feels sickly 'see's health decli,0,0.027,0.351,0.911,0.127,0.123,0.578,0.352,0.0,DEGENERATE_AUTO
224,How disappointed is Emily about her lost package?,Very disappointed.,". Please note that I have provided two possible answers,... The correc",0,0.0,0.043,0.947,0.009,0.124,0.125,0.125,0.0,NOT_EQUIVALENT
225,How secure does Emily feel about her package delivery?,Not secure at all.,Very relieved indeed! The...Answer> To ensure that Emily feels very re,0,0.0,0.0,0.0,0.046,0.0,0.684,0.365,0.0,NOT_EQUIVALENT
226,How negative are Emily's feelings about the situation?,Highly negative.,Emily felt frustrated that her package had been lost.,0,0.0,0.083,0.885,0.003,0.098,0.557,0.557,0.5,PARTIAL
227,What is Li's main emotion regarding the quota competition?,Fear of failure,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMPTY
228,How does Li perceive her chances in the competition?,Very low,"Li perceives his chances of winning the Li's fears grow as he thinks,",0,0.0,0.014,0.857,0.152,0.112,0.526,0.526,0.0,DEGENERATE_AUTO
229,How does Li feel about her qualifications for the quota?,Insecure,<li is very scared</li>,0,0.0,0.199,0.927,0.002,0.126,0.064,0.064,0.0,NOT_EQUIVALENT
230,What is Emma's primary emotion before speaking?,Fear,. The other option is incorrect because it does not match the context,0,0.0,0.045,0.868,0.175,0.099,0.029,0.029,0.0,DEGENERATE_AUTO
231,How confident does Emma feel about her speech?,Low,Reasoning: [,0,0.0,0.162,0.94,0.004,0.137,0.042,0.042,0.0,NOT_EQUIVALENT
232,What does Jake's encouragement imply about Emma's potential?,High,"The answer is that if Emma messes up, then she might mess up her chanc",0,0.0,0.137,0.906,0.163,0.122,0.091,0.091,0.0,DEGENERATE_AUTO
233,What is Emily's emotional reaction to Jake's message?,She feels anxious.,Anxiety,0,0.0,0.653,0.976,0.161,0.193,0.963,0.963,1.0,EQUIVALENT
234,What does Emily hope for regarding the surprise?,She hopes it's good news.,...,0,0.0,0.107,0.912,0.062,0.13,0.085,0.085,-1.0,RETRY_EXHAUSTED
235,How does Emily perceive the uncertainty of the message?,She feels dread.,A) Excited B) Anxious C) Relieved D) Nervousful E) Nervousful F) Nervo,0,0.0,0.313,0.821,0.135,0.114,0.678,0.678,0.0,DEGENERATE_AUTO
236,How does Mark feel about Sarah's confession?,He feels disappointed.,Mark is feeling nervous because he fears for............Sarah is worri,0,0.01,0.336,0.897,0.15,0.112,0.972,0.972,0.0,DEGENERATE_AUTO
237,How secure does Sarah feel after confessing?,She feels insecure.,Sarah feels anxious because she lies sick with job of food poisoning.,0,0.021,0.417,0.82,0.155,0.12,0.967,0.967,0.0,DEGENERATE_AUTO
238,What is Sarah's primary emotion regarding her confession?,She fears his reaction.,Sarah feels disappointed because she fears for lie about her not havin,0,0.017,0.52,0.923,0.151,0.114,0.904,0.904,0.0,DEGENERATE_AUTO
239,How does Emily feel about her advisor's guidance?,She feels unsupported.,<br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br />,0,0.0,0.02,0.89,0.103,0.138,0.083,0.083,0.0,DEGENERATE_AUTO
240,What does Emily think about her relationship with Mr. Smith?,She feels disconnected.,Emily is frustrated by her advisor's lack of guidance and - Emily is f,0,0.0,0.406,0.855,0.171,0.107,0.916,0.916,0.0,DEGENERATE_AUTO
241,How does Emily perceive her current situation?,She feels hopeless.,Mr. provides guidance by giving advice and support and encouragement t,0,0.0,0.132,0.803,0.111,0.089,0.975,0.975,0.0,DEGENERATE_AUTO
242,How disappointed is Emily about the rejection?,Very disappointed.,"Assistant. Dr. Smith, Dr. Smith... 1. She felt rejected by his lack of",0,0.0,0.231,0.79,0.126,0.119,0.089,0.089,0.0,DEGENERATE_AUTO
243,How does Emily feel about her abilities after the rejection?,She feels inadequate.,"Reasoning: Dr. Smith, Dr. Smith, and Emily's feelings can be understoo",0,0.0,0.299,0.858,0.118,0.123,0.14,0.14,0.0,DEGENERATE_AUTO
244,What negative feelings does Emily experience?,She feels hopeless.,...,0,0.0,0.171,0.916,0.089,0.127,0.083,0.083,-1.0,RETRY_EXHAUSTED
245,How angry is Emily about the noise?,Very angry.,Emily is frustrated by loud music from her neighbor. decides to confro,0,0.0,0.116,0.891,0.146,0.118,0.829,0.829,0.0,DEGENERATE_AUTO
246,Does Emily feel secure in her home?,"No, she feels disturbed.",No one does not feel secure in her home because ofone feels insecure i,0,0.105,0.253,0.881,0.116,0.108,0.393,0.393,0.0,NOT_EQUIVALENT
247,How negative is Emily's perception of the situation?,Highly negative.,...,0,0.0,0.191,0.965,0.036,0.172,0.336,0.336,-1.0,RETRY_EXHAUSTED
